FBgn0031908,GO:0005992,GO:0003824,GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0034354,GO:0005737,GO:0022008,GO:0006749,GO:0004364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0026737,GO:0005634,GO:0000012,GO:0006302,GO:0003906,GO:0008408,GO:0004520,GO:0090305,GO:0000737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0030088,GO:0008150,GO:0005575,GO:0005525,GO:0005622,GO:0007264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0003087,GO:0007443,GO:0000070,GO:0005737,GO:0051306,GO:0005634,GO:0051298,GO:0000281,GO:0002064,GO:0007399,GO:0007502,GO:0008406,GO:0022008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0016685,GO:0005634,GO:0042393,GO:0005730,GO:0035041,GO:0006338,GO:0005737,GO:0005654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0031873,GO:0005669,GO:0006367,GO:0005634,GO:0006355,GO:0043486,GO:0000123,GO:0016573,GO:0035267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0024330,GO:0016592,GO:0006367,GO:0001104,GO:0005515,GO:0006366,GO:0005634,GO:0005737,GO:0003713,GO:0006357,GO:0045824,GO:0050829,GO:0046331,GO:0007406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0038100,GO:0005575,GO:0001558,GO:0005515,GO:0017148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0003514,GO:0030707,GO:0007300,GO:0035317,GO:0005938,GO:0000281,GO:0007298,GO:0001736,GO:0035191,GO:0005509,GO:0051233,GO:0032154,GO:0030496,GO:0005737,GO:0035277,GO:0032036,GO:0030048,GO:0016460,GO:0032956,GO:0035183,GO:0019749,GO:0090254,GO:0035159,GO:0060288,GO:0005912,GO:0031941,GO:0016324,GO:0048471,GO:0005911,GO:0005886,GO:0042060,GO:0022008,GO:0031036,GO:0003384,GO:0045177,GO:0035148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0051673,GO:0016616,GO:0055114,GO:0051287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0022238,GO:0003700,GO:0005634,GO:0006357,GO:0006342,GO:0016458,GO:0005515,GO:0031519,GO:0007426,GO:0007435,GO:0042803,GO:0003677,GO:0031208,GO:0035167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0041702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0039132,GO:0016183,GO:0006901,GO:0008021,GO:0030135,GO:0007269,GO:0006886,GO:0030121,GO:0030276,GO:0016192,GO:0048749,GO:0042051,GO:0046907,GO:0008565,GO:0007411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0262601,GO:0005681,GO:0030532,GO:0005634,GO:0044822,GO:0000398,GO:0071013,GO:0071011,GO:0045495,GO:0007281,GO:0008406,GO:0015030,GO:0007283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0029882,GO:0005875,GO:0007507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0036433,GO:0008150,GO:0003674,GO:0005575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0261277,GO:0008362,GO:0032222,GO:0034235,GO:1903818,GO:0030431,GO:0035158,GO:0035152,GO:0007424,GO:0006031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0035110,GO:0003674,GO:0000445,GO:0006397,GO:0000347,GO:0043234,GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0035181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0037330,GO:0003735,GO:0005762,GO:0006396,GO:0004525,GO:0032543,GO:0019233,GO:0022008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0034217,GO:0003677,GO:0010369,GO:0000792,GO:0000775,GO:0035012,GO:0010528,GO:0005515,GO:0000070,GO:0000723,GO:0010529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0050499,GO:0004750,GO:0006098,GO:0005975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0029134,GO:0043161,GO:0004175,GO:0005839,GO:0004298,GO:0051297,GO:0019774,GO:0022008,GO:0000502,GO:0005829,GO:0005654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0033117,GO:0016888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0037656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0039116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0260401,GO:0006357,GO:0016592,GO:0019233,GO:0006366,GO:0001104,GO:0007406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0035902,GO:0003674,GO:0008150,GO:0005575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0039869,GO:0048487,GO:0007021,GO:0007023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0001224,GO:0005515,GO:0003779,GO:0061077,GO:0009631,GO:0005875,GO:0001666,GO:0009408,GO:0042026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0034430,GO:0031523,GO:0007307,GO:0003674,GO:0017053,GO:0007049,GO:0000122,GO:0007283,GO:0048477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0086254,GO:0016491,GO:0055114,GO:0005654,GO:0005829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0035148,GO:0030111,GO:0007266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0027095,GO:0005576,GO:0070050,GO:0031175,GO:0005783,GO:0042417,GO:0012505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0030364,GO:0003674,GO:0005634,GO:0016070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0037244,GO:0051260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0052672,GO:0016236,GO:0005776,GO:0031396,GO:0008340,GO:0031386,GO:0044754,GO:0034423,GO:0010506,GO:0044753,GO:0019901,GO:0006914,GO:0035096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0026320,GO:0016360,GO:0007423,GO:0001708,GO:0007219,GO:0005737,GO:0001736,GO:0045746,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0003141,GO:0006728,GO:0006729,GO:0003874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0261266,GO:0048477,GO:0046843,GO:0030717,GO:0031047,GO:0043186,GO:0005739,GO:0034587,GO:0090502,GO:0016891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0031651,GO:0006412,GO:0003735,GO:0005762,GO:0005840,GO:0032543,GO:0019233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0025700,GO:0016021,GO:0006614,GO:0005811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0030309,GO:0016020,GO:0035208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0024986,GO:0005739,GO:0015036,GO:0006662,GO:0015035,GO:0045454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0034654,GO:0043022,GO:0006446,GO:0005737,GO:0005852,GO:0003743,GO:0006413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0032053,GO:0003735,GO:0005762,GO:0032543,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0010607,GO:0003674,GO:0005575,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0032884,GO:0043248,GO:0000502,GO:0032436,GO:0006508,GO:0043161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0041585,GO:0006508,GO:0004252,GO:0051533,GO:0051928,GO:0016021,GO:0002115,GO:0007399,GO:0015279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0261789,GO:0030532,GO:0000398,GO:0005681,GO:0044822,GO:0007067,GO:0071013,GO:0071011,GO:0022008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0032193,GO:0005575,GO:0003674,GO:0019233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0000253,GO:0016028,GO:0005737,GO:0016056,GO:0016060,GO:0006468,GO:0016061,GO:0005515,GO:0016059,GO:0016062,GO:0005509,GO:0031475,GO:0031489,GO:0030048,GO:0032036,GO:0070855,GO:0031476,GO:0000922,GO:0051533,GO:0051383,GO:0005875,GO:0005819,GO:0030496,GO:0007099,GO:0005814,GO:2001020,GO:0046716,GO:0046331,GO:0072499,GO:0042052,GO:0007605,GO:2001259,GO:0007608,GO:0005813,GO:0035071,GO:0005829,GO:0005654,GO:0005886,GO:0072686,GO:0097431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0032198,GO:0005853,GO:0003746,GO:0006414,GO:0005875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0086691,GO:0006457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0029925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0026777,GO:0003684,GO:0032434,GO:0000715,GO:0031593,GO:0005634,GO:0005737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0260962,GO:0003676,GO:0035220,GO:0006974,GO:0005515,GO:0042787,GO:0045732,GO:0050832,GO:0007307,GO:0005634,GO:0005737,GO:0007095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0020270,GO:0030145,GO:0008408,GO:0006302,GO:0004519,GO:0030870,GO:0000723,GO:0051276,GO:0007095,GO:0006974,GO:0016233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0010747,GO:0006617,GO:0005048,GO:0005786,GO:0008312,GO:0003924,GO:0006614,GO:0005525,GO:0048500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0027865,GO:0016021,GO:0008150,GO:0003674,GO:0005886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0027866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0028689,GO:0005838,GO:0008541,GO:0043161,GO:0005875,GO:0000502,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0027868,GO:0031080,GO:0006406,GO:0005487,GO:0000776,GO:0005635,GO:0007184,GO:0000724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0027053,GO:0005515,GO:0008180,GO:0007275,GO:0008347,GO:0005737,GO:0001751,GO:0007409,GO:0007310,GO:0007314,GO:2000600,GO:0019784,GO:0010388,GO:0048477,GO:0050821,GO:0045787,GO:0032435,GO:0035207,GO:0035204,GO:0034399,GO:0007095,GO:0036099,GO:0048142,GO:0048140,GO:0007281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0027873,GO:0005847,GO:0006378,GO:0006379,GO:0006398,GO:0022008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0024558,GO:0004164,GO:0017183,GO:0005737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0011016,GO:0005786,GO:0005048,GO:0006621,GO:0005783,GO:0016021,GO:0005811,GO:0005875,GO:0012505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0027885,GO:0043066,GO:0005634,GO:0019233,GO:0022008,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0027889,GO:0006468,GO:0004672,GO:0005524,GO:0035184,GO:0018107,GO:0016572,GO:0007143,GO:0030717,GO:2001020,GO:0022008,GO:0005730,GO:0036099,GO:0036098,GO:0097150,GO:0030261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0250837,GO:0004170,GO:0046080,GO:0005634,GO:0005737,GO:0019233,GO:0005886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0028700,GO:0006272,GO:0005663,GO:0007062,GO:0003689,GO:0005875,GO:0022008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0022268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0011703,GO:0005524,GO:0055114,GO:0006260,GO:0006919,GO:0004748,GO:0009263,GO:0042246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0011802,GO:0003724,GO:0005524,GO:0003676,GO:0000387,GO:0007528,GO:0015030,GO:0005737,GO:0022618,GO:0071254,GO:0008344,GO:0007629,GO:0032797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0002413,GO:0007446,GO:0007154,GO:0007555,GO:0007623,GO:0004674,GO:0048148,GO:0006468,GO:0045475,GO:0030431,GO:0008062,GO:0005634,GO:0042306,GO:0007622,GO:0005737,GO:0005524,GO:0001737,GO:0042067,GO:0016055,GO:0016301,GO:0005886,GO:0043066,GO:0030307,GO:0051781,GO:0005515,GO:0004672,GO:0042752,GO:0045732,GO:0016310,GO:0046777,GO:0032436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0024509,GO:0008363,GO:0035293,GO:0010629,GO:0031080,GO:0035859,GO:0090114,GO:0030127,GO:0005198,GO:0007184,GO:0006607,GO:0061700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0261119,GO:0000398,GO:0005681,GO:0000974,GO:0016567,GO:0004842,GO:0005875,GO:0071011,GO:0071013,GO:0019233,GO:0000381,GO:0046579,GO:0070374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0024542,GO:0003729,GO:0000166,GO:0003676,GO:0000398,GO:0071011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0023023,GO:0005737,GO:0006207,GO:0007613,GO:0007265,GO:0004157,GO:0051642,GO:0045747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0025373,GO:0004337,GO:0008299,GO:0008354,GO:0035220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0262801,GO:0008236,GO:0016021,GO:0005783,GO:0005787,GO:0006465,GO:0008233,GO:0012505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0261014,GO:0045169,GO:0005737,GO:0007030,GO:0007317,GO:0016320,GO:0000226,GO:0007029,GO:0043525,GO:0005524,GO:0016787,GO:0032436,GO:0000502,GO:0006508,GO:0005811,GO:0005875,GO:0043186,GO:0007279,GO:0048813,GO:0043523,GO:0005515,GO:0006511,GO:0046598,GO:0098586,GO:0031965,GO:0005634,GO:0005886,GO:0046716,GO:0097352,GO:0007040,GO:0044754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0011336,GO:0004576,GO:0008250,GO:0006486,GO:0016020,GO:0012505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0025582,GO:0043231,GO:0005852,GO:0006413,GO:0003743,GO:0006909,GO:0048812,GO:0051726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0261850,GO:0001113,GO:0005634,GO:0006289,GO:0043141,GO:0006974,GO:0009411,GO:0005737,GO:0005675,GO:0005703,GO:0000439,GO:0001111,GO:0005705,GO:0006367,GO:0004386,GO:0007088,GO:0010972,GO:0005524,GO:0003677,GO:0000990,GO:0051983,GO:0005700,GO:0007348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0031231,GO:0003735,GO:0005762,GO:0006412,GO:0042254,GO:0032543,GO:0030529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0034794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0011787,GO:0005762,GO:0003735,GO:0006412,GO:0005763,GO:0016049,GO:0007005,GO:0005811,GO:0003682,GO:0032543,GO:0019233,GO:0005739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0021967,GO:0008137,GO:0006120,GO:0005747,GO:0003954,GO:0005739,GO:0022008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0037121,GO:0005665,GO:0006366,GO:0007095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0038400,GO:0042407,GO:0061617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0033990,GO:0005575,GO:0003674,GO:0019233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBgn0000318,GO:0006726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
